id,run_id,game_id,section_name,position_in_section,overall_position
9382,120,52,Jackpots,6,
9383,120,149,Jackpots,7,
9384,120,328,Jackpots,8,
9385,120,17,Jackpots,9,
9386,121,239,Popular,1,1
9387,121,139,Popular,2,2
9388,121,352,Popular,3,3
9389,121,286,Popular,4,4
9390,121,6,Popular,5,5
9391,121,274,Popular,6,
9392,121,124,Popular,7,
9393,121,103,Popular,8,
9394,121,344,Popular,9,
9395,121,246,Popular,10,
9396,121,348,Popular,11,
9397,121,290,Popular,12,
9398,121,282,Popular,13,
9399,121,236,Popular,14,
9400,121,75,Popular,15,
9401,121,57,Popular,16,
9402,121,64,Popular,17,
9403,121,7,Popular,18,
9404,121,397,Popular,19,
9405,121,32,Popular,20,
9406,121,9,Popular,21,
9407,121,118,New Games,1,6
9408,121,58,New Games,2,7
9409,121,129,New Games,3,8
9410,121,15,New Games,4,9
9411,121,320,New Games,5,10
9412,121,304,New Games,6,
9413,121,331,New Games,7,
9414,121,354,New Games,8,
9415,121,139,New Games,9,
9416,121,343,New Games,10,
9417,121,32,New Games,11,
9418,121,203,New Games,12,
9419,121,113,New Games,13,
9420,121,133,New Games,14,
9421,121,277,New Games,15,
9422,121,362,New Games,16,
9423,121,180,New Games,17,
9424,121,255,New Games,18,
9425,121,180,Slots,1,11
9426,121,283,Slots,2,12
9427,121,328,Slots,3,13
9428,121,133,Slots,4,14
9429,121,323,Slots,5,15
9430,121,287,Slots,6,
9431,121,200,Slots,7,
9432,121,123,Slots,8,
9433,121,299,Slots,9,
9434,121,285,Slots,10,
9435,121,239,Slots,11,
9436,121,237,Slots,12,
9437,121,203,Slots,13,
9438,121,142,Slots,14,
9439,121,273,Slots,15,
9440,121,69,Slots,16,
9441,121,145,Slots,17,
9442,121,320,Slots,18,
9443,121,304,Slots,19,
9444,121,369,Slots,20,
9445,121,113,Slots,21,
9446,121,375,Slots,22,
9447,121,118,Slots,23,
9448,121,356,Slots,24,
9449,121,124,Slots,25,
9450,121,53,Slots,26,
9451,121,384,Slots,27,
9452,121,306,Slots,28,
9453,121,311,Live Casino,1,16
9454,121,182,Live Casino,2,17
9455,121,61,Live Casino,3,18
9456,121,300,Live Casino,4,19
9457,121,212,Live Casino,5,20
9458,121,405,Live Casino,6,
9459,121,100,Live Casino,7,
9460,121,354,Jackpots,1,21
9461,121,75,Jackpots,2,22
9462,121,103,Jackpots,3,23
9463,121,358,Jackpots,4,24
9464,121,331,Jackpots,5,25
9465,121,183,Jackpots,6,
9466,121,207,Jackpots,7,
9467,121,165,Jackpots,8,
9468,121,74,Jackpots,9,
9469,121,304,Jackpots,10,
9470,121,314,Jackpots,11,
9471,121,210,Jackpots,12,
9472,122,228,Popular,1,1
9473,122,166,Popular,2,2
9474,122,164,Popular,3,3
9475,122,123,Popular,4,4
9476,122,113,Popular,5,5
9477,122,178,Popular,6,
9478,122,198,Popular,7,
9479,122,67,Popular,8,
9480,122,281,Popular,9,
9481,122,31,Popular,10,
9482,122,190,Popular,11,
9483,122,39,Popular,12,
9484,122,211,Popular,13,
9485,122,188,Popular,14,
9486,122,308,Popular,15,
9487,122,394,Popular,16,
9488,122,386,Popular,17,
9489,122,145,New Games,1,6
9490,122,291,New Games,2,7
9491,122,308,New Games,3,8
9492,122,32,New Games,4,9
9493,122,116,New Games,5,10
9494,122,280,New Games,6,
9495,122,180,New Games,7,
9496,122,39,New Games,8,
9497,122,129,New Games,9,
9498,122,320,New Games,10,
9499,122,105,New Games,11,
9500,122,292,New Games,12,
9501,122,305,New Games,13,
9502,122,413,New Games,14,
9503,122,307,New Games,15,
9504,122,277,New Games,16,
9505,122,313,New Games,17,
9506,122,309,New Games,18,
9507,122,371,Slots,1,11
9508,122,5,Slots,2,12
9509,122,21,Slots,3,13
9510,122,179,Slots,4,14
9511,122,113,Slots,5,15
9512,122,229,Slots,6,
9513,122,32,Slots,7,
9514,122,387,Slots,8,
9515,122,375,Slots,9,
9516,122,74,Slots,10,
9517,122,190,Slots,11,
9518,122,92,Slots,12,
9519,122,305,Slots,13,
9520,122,90,Slots,14,
9521,122,150,Slots,15,
9522,122,273,Slots,16,
9523,122,93,Slots,17,
9524,122,39,Slots,18,
9525,122,76,Slots,19,
9526,122,287,Slots,20,
9527,122,292,Slots,21,
9528,122,70,Slots,22,
9529,122,188,Slots,23,
9530,122,10,Slots,24,
9531,122,360,Slots,25,
9532,122,160,Slots,26,
9533,122,166,Slots,27,
9534,122,67,Slots,28,
9535,122,312,Slots,29,
9536,122,53,Slots,30,
9537,122,163,Slots,31,
9538,122,105,Slots,32,
9539,122,100,Live Casino,1,16
9540,122,402,Live Casino,2,17
9541,122,405,Live Casino,3,18
9542,122,367,Live Casino,4,19
9543,122,218,Live Casino,5,20
9544,122,335,Jackpots,1,21
9545,122,336,Jackpots,2,22
9546,122,399,Jackpots,3,23
9547,122,281,Jackpots,4,24
9548,122,327,Jackpots,5,25
9549,122,243,Jackpots,6,
9550,122,230,Jackpots,7,
9551,123,355,Popular,1,1
9552,123,127,Popular,2,2
9553,123,174,Popular,3,3
9554,123,211,Popular,4,4
9555,123,157,Popular,5,5
9556,123,389,Popular,6,
9557,123,1,Popular,7,
9558,123,123,Popular,8,
9559,123,323,Popular,9,
9560,123,189,Popular,10,
9561,123,11,Popular,11,
9562,123,53,Popular,12,
9563,123,48,Popular,13,
9564,123,327,Popular,14,
9565,123,177,Popular,15,
9566,123,399,Popular,16,
9567,123,79,Popular,17,
9568,123,282,Popular,18,
9569,123,183,Popular,19,
9570,123,171,Popular,20,
9571,123,208,Popular,21,
9572,123,97,Popular,22,
9573,123,188,Popular,23,
9574,123,305,New Games,1,6
9575,123,313,New Games,2,7
9576,123,277,New Games,3,8
9577,123,203,New Games,4,9
9578,123,181,New Games,5,10
9579,123,87,New Games,6,
9580,123,412,New Games,7,
9581,123,255,New Games,8,
9582,123,15,New Games,9,
9583,123,19,New Games,10,
9584,123,118,New Games,11,
9585,123,171,New Games,12,
9586,123,32,New Games,13,
9587,123,60,New Games,14,
9588,123,180,New Games,15,
9589,123,292,New Games,16,
9590,123,410,Slots,1,11
9591,123,114,Slots,2,12
9592,123,382,Slots,3,13
9593,123,174,Slots,4,14
9594,123,12,Slots,5,15
9595,123,179,Slots,6,
9596,123,132,Slots,7,
9597,123,278,Slots,8,
9598,123,269,Slots,9,
9599,123,166,Slots,10,
9600,123,209,Slots,11,
9601,123,138,Slots,12,
9602,123,310,Slots,13,
9603,123,80,Slots,14,
9604,123,106,Slots,15,
9605,123,315,Slots,16,
9606,123,292,Slots,17,
9607,123,356,Slots,18,
9608,123,66,Slots,19,
9609,123,230,Slots,20,
9610,123,306,Slots,21,
9611,123,281,Slots,22,
9612,123,143,Slots,23,
9613,123,62,Slots,24,
9614,123,139,Slots,25,
9615,123,266,Slots,26,
9616,123,353,Slots,27,
9617,123,360,Slots,28,
9618,123,11,Slots,29,
9619,123,316,Slots,30,
9620,123,344,Slots,31,
9621,123,86,Slots,32,
9622,123,127,Slots,33,
9623,123,404,Live Casino,1,16
9624,123,300,Live Casino,2,17
9625,123,212,Live Casino,3,18
9626,123,218,Live Casino,4,19
9627,123,367,Live Casino,5,20
9628,123,357,Live Casino,6,
9629,123,100,Live Casino,7,
9630,123,383,Live Casino,8,
9631,123,209,Jackpots,1,21
9632,123,413,Jackpots,2,22
9633,123,373,Jackpots,3,23
9634,123,103,Jackpots,4,24
9635,123,390,Jackpots,5,25
9636,123,410,Jackpots,6,
9637,123,257,Jackpots,7,
9638,123,118,Jackpots,8,
9639,123,1,Jackpots,9,
9640,123,179,Jackpots,10,
9641,123,272,Jackpots,11,
9642,124,361,Popular,1,1
9643,124,252,Popular,2,2
9644,124,16,Popular,3,3
9645,124,349,Popular,4,4
9646,124,162,Popular,5,5
9647,124,197,Popular,6,
9648,124,62,Popular,7,
9649,124,90,Popular,8,
9650,124,27,Popular,9,
9651,124,76,Popular,10,
9652,124,215,Popular,11,
9653,124,314,Popular,12,
9654,124,354,Popular,13,
9655,124,311,Popular,14,
9656,124,220,Popular,15,
9657,124,330,Popular,16,
9658,124,142,Popular,17,
9659,124,398,Popular,18,
9660,124,68,Popular,19,
9661,124,32,New Games,1,6
9662,124,336,New Games,2,7
9663,124,307,New Games,3,8
9664,124,105,New Games,4,9
9665,124,203,New Games,5,10
9666,124,308,New Games,6,
9667,124,74,New Games,7,
9668,124,255,New Games,8,
9669,124,198,New Games,9,
9670,124,276,New Games,10,
9671,124,118,New Games,11,
9672,124,304,New Games,12,
9673,124,313,New Games,13,
9674,124,69,Slots,1,11
9675,124,208,Slots,2,12
9676,124,271,Slots,3,13
9677,124,347,Slots,4,14
9678,124,149,Slots,5,15
9679,124,287,Slots,6,
9680,124,299,Slots,7,
9681,124,212,Slots,8,
9682,124,174,Slots,9,
9683,124,6,Slots,10,
9684,124,346,Slots,11,
9685,124,253,Slots,12,
9686,124,12,Slots,13,
9687,124,128,Slots,14,
9688,124,385,Slots,15,
9689,124,50,Slots,16,
9690,124,333,Slots,17,
9691,124,397,Slots,18,
9692,124,202,Slots,19,
9693,124,377,Slots,20,
9694,124,55,Slots,21,
9695,124,117,Slots,22,
9696,124,250,Slots,23,
9697,124,335,Slots,24,
9698,124,395,Slots,25,
9699,124,309,Slots,26,
9700,124,332,Slots,27,
9701,124,319,Live Casino,1,16
9702,124,405,Live Casino,2,17
9703,124,13,Live Casino,3,18
9704,124,404,Live Casino,4,19
9705,124,408,Jackpots,1,20
9706,124,5,Jackpots,2,21
9707,124,102,Jackpots,3,22
9708,124,284,Jackpots,4,23
9709,124,250,Jackpots,5,24
9710,124,207,Jackpots,6,
9711,124,289,Jackpots,7,
9712,124,210,Jackpots,8,
9713,124,1,Jackpots,9,
9714,124,255,Jackpots,10,
9715,124,34,Jackpots,11,
9716,125,268,Popular,1,1
9717,125,318,Popular,2,2
9718,125,200,Popular,3,3
9719,125,41,Popular,4,4
9720,125,203,Popular,5,5
9721,125,231,Popular,6,
9722,125,44,Popular,7,
9723,125,249,Popular,8,
9724,125,309,Popular,9,
9725,125,14,Popular,10,
9726,125,170,Popular,11,
9727,125,118,Popular,12,
9728,125,163,Popular,13,
9729,125,34,Popular,14,
9730,125,389,Popular,15,
9731,125,169,Popular,16,
9732,125,378,Popular,17,
9733,125,338,Popular,18,
9734,125,196,Popular,19,
9735,125,17,Popular,20,
9736,125,306,Popular,21,
9737,125,282,Popular,22,
9738,125,200,New Games,1,6
9739,125,253,New Games,2,7
9740,125,118,New Games,3,8
9741,125,171,New Games,4,9
9742,125,350,New Games,5,10
9743,125,343,New Games,6,
9744,125,145,New Games,7,
9745,125,320,New Games,8,
9746,125,115,New Games,9,
9747,125,203,New Games,10,
9748,125,313,New Games,11,
9749,125,138,New Games,12,
9750,125,291,New Games,13,
9751,125,382,New Games,14,
9752,125,76,Slots,1,11
9753,125,299,Slots,2,12
9754,125,333,Slots,3,13
9755,125,392,Slots,4,14
9756,125,261,Slots,5,15
9757,125,81,Slots,6,
9758,125,390,Slots,7,
9759,125,191,Slots,8,
9760,125,298,Slots,9,
9761,125,309,Slots,10,
9762,125,226,Slots,11,
9763,125,338,Slots,12,
9764,125,281,Slots,13,
9765,125,39,Slots,14,
9766,125,16,Slots,15,
9767,125,277,Slots,16,
9768,125,134,Slots,17,
9769,125,291,Slots,18,
9770,125,49,Slots,19,
9771,125,394,Slots,20,
9772,125,63,Slots,21,
9773,125,251,Slots,22,
9774,125,52,Slots,23,
9775,125,35,Slots,24,
9776,125,208,Slots,25,
9777,125,249,Slots,26,
9778,125,190,Slots,27,
9779,125,216,Slots,28,
9780,125,27,Slots,29,
9781,125,407,Live Casino,1,16
9782,125,311,Live Casino,2,17
9783,125,108,Live Casino,3,18
9784,125,404,Live Casino,4,19
9785,125,339,Live Casino,5,20
9786,125,154,Jackpots,1,21
9787,125,122,Jackpots,2,22
9788,125,93,Jackpots,3,23
9789,125,327,Jackpots,4,24
9790,125,44,Jackpots,5,25
9791,125,246,Jackpots,6,
9792,125,196,Jackpots,7,
9793,125,335,Jackpots,8,
9794,125,268,Jackpots,9,
9795,125,285,Jackpots,10,
9796,125,134,Jackpots,11,
9797,126,335,Popular,1,1
9798,126,1,Popular,2,2
9799,126,315,Popular,3,3
9800,126,12,Popular,4,4
9801,126,21,Popular,5,5
9802,126,153,Popular,6,
9803,126,244,Popular,7,
9804,126,132,Popular,8,
9805,126,393,Popular,9,
9806,126,198,Popular,10,
9807,126,152,Popular,11,
9808,126,62,Popular,12,
9809,126,382,Popular,13,
9810,126,46,Popular,14,
9811,126,48,Popular,15,
9812,126,59,Popular,16,
9813,126,39,Popular,17,
9814,126,14,Popular,18,
9815,126,386,Popular,19,
9816,126,321,New Games,1,6
9817,126,412,New Games,2,7
9818,126,308,New Games,3,8
9819,126,291,New Games,4,9
9820,126,288,New Games,5,10
9821,126,145,New Games,6,
9822,126,307,New Games,7,
9823,126,116,New Games,8,
9824,126,382,New Games,9,
9825,126,277,New Games,10,
9826,126,39,New Games,11,
9827,126,32,New Games,12,
9828,126,305,New Games,13,
9829,126,320,New Games,14,
9830,126,313,New Games,15,
9831,126,116,Slots,1,11
9832,126,34,Slots,2,12
9833,126,374,Slots,3,13
9834,126,227,Slots,4,14
9835,126,9,Slots,5,15
9836,126,216,Slots,6,
9837,126,48,Slots,7,
9838,126,305,Slots,8,
9839,126,37,Slots,9,
9840,126,86,Slots,10,
9841,126,240,Slots,11,
9842,126,232,Slots,12,
9843,126,217,Slots,13,
9844,126,93,Slots,14,
9845,126,78,Slots,15,
9846,126,359,Slots,16,
9847,126,360,Slots,17,
9848,126,233,Slots,18,
9849,126,237,Slots,19,
9850,126,252,Slots,20,
9851,126,343,Slots,21,
9852,126,333,Slots,22,
9853,126,285,Slots,23,
9854,126,308,Slots,24,
9855,126,27,Slots,25,
9856,126,280,Slots,26,
9857,126,160,Slots,27,
9858,126,391,Slots,28,
9859,126,318,Slots,29,
9860,126,321,Slots,30,
9861,126,130,Slots,31,
9862,126,26,Slots,32,
9863,126,313,Slots,33,
9864,126,218,Live Casino,1,16
9865,126,108,Live Casino,2,17
9866,126,28,Live Casino,3,18
9867,126,147,Live Casino,4,19
9868,126,293,Live Casino,5,20
9869,126,357,Live Casino,6,
9870,126,172,Live Casino,7,
9871,126,46,Jackpots,1,21
9872,126,32,Jackpots,2,22
9873,126,137,Jackpots,3,23
9874,126,209,Jackpots,4,24
9875,126,232,Jackpots,5,25
9876,126,59,Jackpots,6,
9877,126,193,Jackpots,7,
9878,128,313,Popular,1,1
9879,128,145,Popular,2,2
9880,128,244,Popular,3,3
9881,128,378,Popular,4,4
9882,128,324,Popular,5,5
9883,128,281,Popular,6,
9884,128,320,Popular,7,
9885,128,343,Popular,8,
9886,128,96,Popular,9,
9887,128,375,Popular,10,
9888,128,132,Popular,11,
9889,128,261,Popular,12,
9890,128,201,Popular,13,
9891,128,52,Popular,14,
9892,128,166,Popular,15,
9893,128,90,Popular,16,
9894,128,35,Popular,17,
9895,128,301,Popular,18,
9896,128,192,Popular,19,
9897,128,131,Popular,20,
9898,128,122,Popular,21,
9899,128,233,Popular,22,
9900,128,290,Popular,23,
9901,128,313,New Games,1,6
9902,128,276,New Games,2,7
9903,128,19,New Games,3,8
9904,128,105,New Games,4,9
9905,128,308,New Games,5,10
9906,128,30,New Games,6,
9907,128,321,New Games,7,
9908,128,354,New Games,8,
9909,128,129,New Games,9,
9910,128,253,New Games,10,
9911,128,58,New Games,11,
9912,128,36,New Games,12,
9913,128,350,New Games,13,
9914,128,343,New Games,14,
9915,128,90,New Games,15,
9916,128,207,Slots,1,11
9917,128,93,Slots,2,12
9918,128,145,Slots,3,13
9919,128,356,Slots,4,14
9920,128,394,Slots,5,15
9921,128,116,Slots,6,
9922,128,97,Slots,7,
9923,128,190,Slots,8,
9924,128,16,Slots,9,
9925,128,314,Slots,10,
9926,128,380,Slots,11,
9927,128,137,Slots,12,
9928,128,120,Slots,13,
9929,128,50,Slots,14,
9930,128,90,Slots,15,
9931,128,338,Slots,16,
9932,128,229,Slots,17,
9933,128,76,Slots,18,
9934,128,337,Slots,19,
9935,128,142,Slots,20,
9936,128,233,Slots,21,
9937,128,96,Slots,22,
9938,128,56,Slots,23,
9939,128,157,Slots,24,
9940,128,71,Slots,25,
9941,128,316,Slots,26,
9942,128,321,Slots,27,
9943,128,61,Live Casino,1,16
9944,128,109,Live Casino,2,17
9945,128,404,Live Casino,3,18
9946,128,108,Live Casino,4,19
9947,128,218,Live Casino,5,20
9948,128,405,Live Casino,6,
9949,128,173,Jackpots,1,21
9950,128,176,Jackpots,2,22
9951,128,275,Jackpots,3,23
9952,128,64,Jackpots,4,24
9953,128,16,Jackpots,5,25
9954,128,96,Jackpots,6,
9955,128,337,Jackpots,7,
9956,128,198,Jackpots,8,
9957,128,314,Jackpots,9,
9958,128,375,Jackpots,10,
9959,128,82,Jackpots,11,
9960,129,352,Popular,1,1
9961,129,250,Popular,2,2
9962,129,13,Popular,3,3
9963,129,376,Popular,4,4
9964,129,372,Popular,5,5
9965,129,17,Popular,6,
9966,129,6,Popular,7,
9967,129,386,Popular,8,
9968,129,78,Popular,9,
9969,129,29,Popular,10,
9970,129,391,Popular,11,
9971,129,272,Popular,12,
9972,129,139,Popular,13,
9973,129,315,Popular,14,
9974,129,354,Popular,15,
9975,129,314,Popular,16,
9976,129,344,Popular,17,
9977,129,119,Popular,18,
9978,129,97,Popular,19,
9979,129,348,Popular,20,
9980,129,76,Popular,21,
9981,129,105,New Games,1,6
9982,129,255,New Games,2,7
9983,129,307,New Games,3,8
9984,129,180,New Games,4,9
9985,129,90,New Games,5,10
9986,129,58,New Games,6,
9987,129,267,New Games,7,
9988,129,39,New Games,8,
9989,129,36,New Games,9,
9990,129,203,New Games,10,
9991,129,305,New Games,11,
9992,129,253,New Games,12,
9993,129,150,Slots,1,11
9994,129,39,Slots,2,12
9995,129,180,Slots,3,13
9996,129,188,Slots,4,14
9997,129,224,Slots,5,15
9998,129,219,Slots,6,
9999,129,354,Slots,7,
10000,129,29,Slots,8,
10001,129,335,Slots,9,
10002,129,137,Slots,10,
10003,129,116,Slots,11,
10004,129,16,Slots,12,
10005,129,238,Slots,13,
10006,129,191,Slots,14,
10007,129,314,Slots,15,
10008,129,334,Slots,16,
10009,129,135,Slots,17,
10010,129,5,Slots,18,
10011,129,90,Slots,19,
10012,129,106,Slots,20,
10013,129,194,Slots,21,
10014,129,237,Slots,22,
10015,129,12,Slots,23,
10016,129,66,Slots,24,
10017,129,248,Slots,25,
10018,129,21,Slots,26,
10019,129,356,Slots,27,
10020,129,113,Slots,28,
10021,129,200,Slots,29,
10022,129,331,Slots,30,
10023,129,368,Live Casino,1,16
10024,129,340,Live Casino,2,17
10025,129,367,Live Casino,3,18
10026,129,300,Live Casino,4,19
10027,129,172,Live Casino,5,20
10028,129,311,Live Casino,6,
10029,129,293,Live Casino,7,
10030,129,406,Live Casino,8,
10031,129,306,Jackpots,1,21
10032,129,333,Jackpots,2,22
10033,129,59,Jackpots,3,23
10034,129,84,Jackpots,4,24
10035,129,40,Jackpots,5,25
10036,129,138,Jackpots,6,
10037,129,164,Jackpots,7,
10038,130,137,Popular,1,1
10039,130,166,Popular,2,2
10040,130,14,Popular,3,3
10041,130,324,Popular,4,4
10042,130,161,Popular,5,5
10043,130,236,Popular,6,
10044,130,12,Popular,7,
10045,130,34,Popular,8,
10046,130,44,Popular,9,
10047,130,335,Popular,10,
10048,130,232,Popular,11,
10049,130,143,Popular,12,
10050,130,382,Popular,13,
10051,130,217,Popular,14,
10052,130,86,Popular,15,
10053,130,47,Popular,16,
10054,130,113,Popular,17,
10055,130,304,New Games,1,6
10056,130,320,New Games,2,7
10057,130,307,New Games,3,8
10058,130,347,New Games,4,9
10059,130,412,New Games,5,10
10060,130,60,New Games,6,
10061,130,36,New Games,7,
10062,130,362,New Games,8,
10063,130,115,New Games,9,
10064,130,203,New Games,10,
10065,130,39,New Games,11,
10066,130,19,New Games,12,
10067,130,113,New Games,13,
10068,130,277,New Games,14,
10069,130,145,New Games,15,
10070,130,305,New Games,16,
10071,130,354,New Games,17,
10072,130,40,Slots,1,11
10073,130,237,Slots,2,12
10074,130,274,Slots,3,13
10075,130,379,Slots,4,14
10076,130,178,Slots,5,15
10077,130,321,Slots,6,
10078,130,347,Slots,7,
10079,130,290,Slots,8,
10080,130,273,Slots,9,
10081,130,390,Slots,10,
10082,130,294,Slots,11,
10083,130,165,Slots,12,
10084,130,169,Slots,13,
10085,130,388,Slots,14,
10086,130,328,Slots,15,
10087,130,189,Slots,16,
10088,130,356,Slots,17,
10089,130,62,Slots,18,
10090,130,247,Slots,19,
10091,130,17,Slots,20,
10092,130,270,Slots,21,
10093,130,93,Slots,22,
10094,130,173,Slots,23,
10095,130,327,Slots,24,
10096,130,74,Slots,25,
10097,130,214,Slots,26,
10098,130,210,Slots,27,
10099,130,188,Slots,28,
10100,130,116,Slots,29,
10101,130,359,Slots,30,
10102,130,225,Slots,31,
10103,130,115,Slots,32,
10104,130,360,Slots,33,
10105,130,23,Live Casino,1,16
10106,130,339,Live Casino,2,17
10107,130,109,Live Casino,3,18
10108,130,340,Live Casino,4,19
10109,130,407,Live Casino,5,20
10110,130,147,Live Casino,6,
10111,130,103,Jackpots,1,21
10112,130,12,Jackpots,2,22
10113,130,81,Jackpots,3,23
10114,130,360,Jackpots,4,24
10115,130,331,Jackpots,5,25
10116,130,266,Jackpots,6,
10117,130,304,Jackpots,7,
10118,130,6,Jackpots,8,
10119,131,32,Popular,1,1
10120,131,226,Popular,2,2
10121,131,320,Popular,3,3
10122,131,7,Popular,4,4
10123,131,266,Popular,5,5
10124,131,190,Popular,6,
10125,131,342,Popular,7,
10126,131,74,Popular,8,
10127,131,252,Popular,9,
10128,131,59,Popular,10,
10129,131,132,Popular,11,
10130,131,227,Popular,12,
10131,131,285,Popular,13,
10132,131,358,Popular,14,
10133,131,21,Popular,15,
10134,131,387,Popular,16,
10135,131,44,Popular,17,
10136,131,179,Popular,18,
10137,131,105,Popular,19,
10138,131,286,Popular,20,
10139,131,60,New Games,1,6
10140,131,277,New Games,2,7
10141,131,180,New Games,3,8
10142,131,253,New Games,4,9
10143,131,255,New Games,5,10
10144,131,105,New Games,6,
10145,131,36,New Games,7,
10146,131,307,New Games,8,
10147,131,129,New Games,9,
10148,131,32,New Games,10,
10149,131,350,New Games,11,
10150,131,39,New Games,12,
10151,131,313,New Games,13,
10152,131,90,New Games,14,
10153,131,200,New Games,15,
10154,131,214,Slots,1,11
10155,131,152,Slots,2,12
10156,131,245,Slots,3,13
10157,131,52,Slots,4,14
10158,131,8,Slots,5,15
10159,131,333,Slots,6,
10160,131,184,Slots,7,
10161,131,93,Slots,8,
10162,131,18,Slots,9,
10163,131,32,Slots,10,
10164,131,321,Slots,11,
10165,131,269,Slots,12,
10166,131,116,Slots,13,
10167,131,27,Slots,14,
10168,131,335,Slots,15,
10169,131,215,Slots,16,
10170,131,351,Slots,17,
10171,131,359,Slots,18,
10172,131,246,Slots,19,
10173,131,142,Slots,20,
10174,131,119,Slots,21,
10175,131,137,Slots,22,
10176,131,350,Slots,23,
10177,131,337,Slots,24,
10178,131,129,Slots,25,
10179,131,123,Slots,26,
10180,131,242,Slots,27,
10181,131,86,Slots,28,
10182,131,94,Slots,29,
10183,131,393,Slots,30,
10184,131,319,Live Casino,1,16
10185,131,108,Live Casino,2,17
10186,131,23,Live Casino,3,18
10187,131,100,Live Casino,4,19
10188,131,182,Live Casino,5,20
10189,131,407,Live Casino,6,
10190,131,172,Live Casino,7,
10191,131,311,Live Casino,8,
10192,131,28,Live Casino,9,
10193,131,406,Live Casino,10,
10194,131,201,Jackpots,1,21
10195,131,7,Jackpots,2,22
10196,131,94,Jackpots,3,23
10197,131,279,Jackpots,4,24
10198,131,119,Jackpots,5,25
10199,131,372,Jackpots,6,
10200,131,217,Jackpots,7,
10201,131,203,Jackpots,8,
10202,132,194,Popular,1,1
10203,132,164,Popular,2,2
10204,132,193,Popular,3,3
10205,132,139,Popular,4,4
10206,132,3,Popular,5,5
10207,132,191,Popular,6,
10208,132,200,Popular,7,
10209,132,278,Popular,8,
10210,132,261,Popular,9,
10211,132,122,Popular,10,
10212,132,281,Popular,11,
10213,132,112,Popular,12,
10214,132,277,Popular,13,
10215,132,131,Popular,14,
10216,132,240,Popular,15,
10217,132,294,Popular,16,
10218,132,176,Popular,17,
10219,132,44,Popular,18,
10220,132,12,Popular,19,
10221,132,382,New Games,1,6
10222,132,206,New Games,2,7
10223,132,307,New Games,3,8
10224,132,118,New Games,4,9
10225,132,39,New Games,5,10
10226,132,145,New Games,6,
10227,132,305,New Games,7,
10228,132,313,New Games,8,
10229,132,203,New Games,9,
10230,132,58,New Games,10,
10231,132,308,New Games,11,
10232,132,129,New Games,12,
10233,132,158,Slots,1,11
10234,132,224,Slots,2,12
10235,132,375,Slots,3,13
10236,132,272,Slots,4,14
10237,132,176,Slots,5,15
10238,132,399,Slots,6,
10239,132,220,Slots,7,
10240,132,194,Slots,8,
10241,132,40,Slots,9,
10242,132,78,Slots,10,
10243,132,206,Slots,11,
10244,132,31,Slots,12,
10245,132,342,Slots,13,
10246,132,56,Slots,14,
10247,132,124,Slots,15,
10248,132,177,Slots,16,
10249,132,112,Slots,17,
10250,132,162,Slots,18,
10251,132,281,Slots,19,
10252,132,135,Slots,20,
10253,132,219,Slots,21,
10254,132,308,Slots,22,
10255,132,273,Slots,23,
10256,132,152,Slots,24,
10257,132,380,Slots,25,
10258,132,137,Slots,26,
10259,132,178,Slots,27,
10260,132,190,Slots,28,
10261,132,339,Live Casino,1,16
10262,132,109,Live Casino,2,17
10263,132,300,Live Casino,3,18
10264,132,340,Live Casino,4,19
10265,132,71,Jackpots,1,20
10266,132,27,Jackpots,2,21
10267,132,256,Jackpots,3,22
10268,132,60,Jackpots,4,23
10269,132,236,Jackpots,5,24
10270,132,158,Jackpots,6,
10271,132,352,Jackpots,7,
10272,132,142,Jackpots,8,
10273,132,3,Jackpots,9,
10274,132,17,Jackpots,10,
10275,132,78,Jackpots,11,
10276,133,29,Popular,1,1
10277,133,40,Popular,2,2
10278,133,177,Popular,3,3
10279,133,337,Popular,4,4
10280,133,234,Popular,5,5
10281,133,27,Popular,6,
10282,133,19,Popular,7,
10283,133,380,Popular,8,
10284,133,51,Popular,9,
10285,133,121,Popular,10,
10286,133,134,Popular,11,
10287,133,128,Popular,12,
10288,133,295,Popular,13,
10289,133,232,Popular,14,
10290,133,308,Popular,15,
10291,133,82,Popular,16,
10292,133,39,Popular,17,
10293,133,344,Popular,18,
10294,133,77,Popular,19,
10295,133,49,Popular,20,
10296,133,203,Popular,21,
10297,133,273,Popular,22,
10298,133,410,Popular,23,
10299,133,321,New Games,1,6
10300,133,19,New Games,2,7
10301,133,277,New Games,3,8
10302,133,343,New Games,4,9
10303,133,412,New Games,5,10
10304,133,90,New Games,6,
10305,133,308,New Games,7,
10306,133,113,New Games,8,
10307,133,203,New Games,9,
10308,133,200,New Games,10,
10309,133,271,New Games,11,
10310,133,362,New Games,12,
10311,133,253,New Games,13,
10312,133,307,New Games,14,
10313,133,105,New Games,15,
10314,133,32,New Games,16,
10315,133,171,New Games,17,
10316,133,361,Slots,1,11
10317,133,40,Slots,2,12
10318,133,323,Slots,3,13
10319,133,179,Slots,4,14
10320,133,113,Slots,5,15
10321,133,164,Slots,6,
10322,133,351,Slots,7,
10323,133,274,Slots,8,
10324,133,321,Slots,9,
10325,133,103,Slots,10,
10326,133,64,Slots,11,
10327,133,224,Slots,12,
10328,133,393,Slots,13,
10329,133,187,Slots,14,
10330,133,238,Slots,15,
10331,133,334,Slots,16,
10332,133,314,Slots,17,
10333,133,21,Slots,18,
